unit,detector,target,status,phenotype,language,rule,count,unique_studies,unique_study_target_pairs,non_additivity_note
selected_pair_participation,v2_exact,PF OA,positive,chondral_abnormality,french,compartment_scope,6,6,6,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_morphology,Baker's,uncertain,baker_cyst,english,baker_variants,6,6,6,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,positive,degeneration,cyrillic_script,target_local_association,6,6,6,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,uncertain,degeneration,south_slavic,target_local_association,6,6,6,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,negative,abnormality_absent,latin_other,target_local_association,6,6,6,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,positive,abnormality,south_slavic,target_local_association,6,6,6,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,positive,degeneration,south_slavic,target_local_association,6,6,6,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial OA,positive,chondral_abnormality,english,compartment_scope|tibiofemoral_compartments,6,6,6,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,PF OA,negative,normal_cartilage,turkish,compartment_normality,6,6,6,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,ACL,negative,abnormality_absent,latin_other,cruciate_and_collateral_ligaments,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Lateral Meniscus,negative,abnormality_absent,latin_other,both_menisci_negative_only,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Lateral Meniscus,negative,abnormality_absent,south_slavic,both_menisci,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,MCL,negative,abnormality_absent,latin_other,collateral_ligaments,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,MCL,negative,abnormality_absent,latin_other,collateral_ligaments|cruciate_and_collateral_ligaments,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Medial Meniscus,negative,abnormality_absent,latin_other,both_menisci_negative_only,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,negative,abnormality_absent,greek_script,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,negative,abnormality_absent,latin_other,<no_explicit_rule>,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,positive,sprain,english,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Contusion,positive,abnormality,french,<no_explicit_rule>,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Contusion,uncertain,fracture,english,<no_explicit_rule>,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Effusion,positive,tear,english,<no_explicit_rule>,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,positive,abnormality,german,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,positive,tear,south_slavic,<no_explicit_rule>,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral OA,positive,degeneration,english,<no_explicit_rule>,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral OA,positive,degeneration,greek_script,<no_explicit_rule>,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,MCL,positive,abnormality,south_slavic,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,negative,abnormality_absent,greek_script,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,positive,degeneration,english,<no_explicit_rule>,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,positive,degeneration,german,<no_explicit_rule>,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,positive,degeneration,spanish,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,positive,extrusion,french,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,positive,extrusion,greek_script,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial OA,negative,abnormality_absent,german,<no_explicit_rule>,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial OA,positive,degeneration,english,<no_explicit_rule>,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Synovitis,negative,abnormality_absent,spanish,<no_explicit_rule>,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Synovitis,positive,sprain,turkish,<no_explicit_rule>,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,negative,abnormality_absent,greek_script,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,positive,avulsion,english,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,positive,sprain,english,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,positive,degeneration,spanish,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,uncertain,tear,spanish,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,positive,avulsion,english,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,positive,degeneration,english,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial Meniscus,negative,abnormality_absent,greek_script,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial Meniscus,negative,normal_structure,spanish,target_local_normality,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial Meniscus,positive,extrusion,french,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial Meniscus,positive,extrusion,greek_script,target_local_association,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,PF OA,positive,chondral_abnormality,latin_other,compartment_scope,5,5,5,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Lateral Meniscus,negative,abnormality_absent,dutch,both_menisci_negative_only,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Lateral Meniscus,negative,abnormality_absent,french,both_menisci|both_menisci_negative_only,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Lateral OA,negative,abnormality_absent,latin_other,tibiofemoral_compartments,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Medial Meniscus,negative,abnormality_absent,dutch,both_menisci_negative_only,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Medial Meniscus,negative,abnormality_absent,french,both_menisci|both_menisci_negative_only,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Medial OA,negative,abnormality_absent,latin_other,tibiofemoral_compartments,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,PF OA,positive,chondral_abnormality,english,tibiofemoral_compartments,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,negative,abnormality_absent,french,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,negative,abnormality_absent,german,<no_explicit_rule>,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,positive,avulsion,english,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,positive,degeneration,spanish,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Contusion,positive,abnormality,dutch,<no_explicit_rule>,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Effusion,positive,degeneration,dutch,<no_explicit_rule>,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Fracture,negative,abnormality_absent,french,<no_explicit_rule>,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Fracture,negative,abnormality_absent,spanish,<no_explicit_rule>,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Fracture,positive,fracture,south_slavic,<no_explicit_rule>,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,negative,abnormality_absent,spanish,<no_explicit_rule>,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,positive,degeneration,german,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,positive,degeneration,south_slavic,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,positive,degeneration,spanish,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,positive,extrusion,spanish,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,uncertain,tear,spanish,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral OA,negative,abnormality_absent,french,<no_explicit_rule>,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral OA,positive,chondral_abnormality,greek_script,compartment_scope,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral OA,positive,tear,greek_script,<no_explicit_rule>,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,MCL,positive,abnormality,french,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,MCL,positive,avulsion,english,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,MCL,positive,degeneration,english,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,MCL,positive,degeneration,south_slavic,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,negative,abnormality_absent,french,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,positive,extrusion,german,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,uncertain,abnormality,spanish,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Synovitis,positive,abnormality,dutch,<no_explicit_rule>,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Synovitis,positive,abnormality,german,<no_explicit_rule>,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Synovitis,positive,abnormality,south_slavic,<no_explicit_rule>,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Synovitis,positive,tear,english,<no_explicit_rule>,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_morphology,Fracture,uncertain,fracture,turkish,fracture_tr,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,negative,abnormality_absent,french,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,negative,normal_structure,german,target_local_normality,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,negative,normal_structure,latin_other,target_local_normality,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,negative,normal_structure,spanish,target_local_normality,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,positive,abnormality,turkish,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,positive,degeneration,spanish,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,negative,normal_structure,spanish,target_local_normality,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,positive,extrusion,german,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,positive,extrusion,spanish,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,uncertain,abnormality,english,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,uncertain,tear,south_slavic,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral OA,negative,chondral_abnormality_absent,greek_script,compartment_scope,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral OA,negative,normal_cartilage,french,compartment_normality,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral OA,negative,normal_cartilage,german,compartment_normality,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,positive,abnormality,french,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial Meniscus,negative,abnormality_absent,french,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial Meniscus,uncertain,abnormality,spanish,target_local_association,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial OA,negative,chondral_abnormality_absent,german,compartment_scope,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial OA,positive,chondral_abnormality,cyrillic_script,compartment_scope,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,PF OA,negative,normal_cartilage,dutch,compartment_normality,4,4,4,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,ACL,negative,abnormality_absent,latin_other,cruciate_ligaments,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Lateral Meniscus,negative,abnormality_absent,english,both_menisci|both_menisci_negative_only|target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Lateral Meniscus,positive,degeneration,english,both_menisci,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Lateral Meniscus,positive,tear,greek_script,both_menisci,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Lateral Meniscus,positive,tear,south_slavic,both_menisci,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Lateral OA,positive,chondral_abnormality,english,compartment_scope|lateral_and_patellofemoral_compartments,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Medial Meniscus,positive,tear,greek_script,both_menisci,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Medial OA,negative,abnormality_absent,english,tibiofemoral_compartments,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Medial OA,positive,abnormality,english,tibiofemoral_compartments,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,negative,abnormality_absent,spanish,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,positive,tear,english,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,positive,tear,greek_script,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,positive,tear,south_slavic,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,uncertain,abnormality,english,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,uncertain,sprain,english,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Baker's,negative,abnormality_absent,german,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Baker's,positive,tear,german,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Baker's,uncertain,abnormality,english,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Contusion,positive,chondral_abnormality,german,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Contusion,positive,fracture,german,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Contusion,positive,fracture,greek_script,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Contusion,positive,sprain,greek_script,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Contusion,uncertain,abnormality,english,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Effusion,negative,abnormality_absent,latin_other,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Effusion,uncertain,abnormality,dutch,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Effusion,uncertain,abnormality,south_slavic,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Fracture,negative,abnormality_absent,latin_other,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Fracture,negative,abnormality_absent,south_slavic,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Fracture,positive,avulsion,english,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Fracture,positive,chondral_abnormality,dutch,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Fracture,uncertain,fracture,south_slavic,fracture_sl,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Fracture,uncertain,fracture,turkish,fracture_tr,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,negative,abnormality_absent,dutch,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,positive,degeneration,english,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,positive,degeneration,french,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,positive,tear,cyrillic_script,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,uncertain,abnormality,english,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral OA,negative,abnormality_absent,cyrillic_script,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,MCL,negative,abnormality_absent,latin_other,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,MCL,negative,abnormality_absent,spanish,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,MCL,positive,sprain,dutch,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,MCL,positive,tear,greek_script,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,negative,abnormality_absent,cyrillic_script,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,negative,abnormality_absent,spanish,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,positive,avulsion,english,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,positive,fracture,greek_script,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,positive,tear,spanish,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial OA,negative,abnormality_absent,french,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial OA,positive,degeneration,french,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,PF OA,positive,chondral_abnormality,french,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,PF OA,positive,chondral_abnormality,latin_other,compartment_scope,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,PF OA,uncertain,chondral_abnormality,english,compartment_scope,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Synovitis,positive,tear,french,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Synovitis,positive,tear,turkish,<no_explicit_rule>,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_morphology,Fracture,negative,fracture_absent,greek_script,fracture_el,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_morphology,Fracture,negative,fracture_absent,south_slavic,fracture_sl,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_morphology,Fracture,uncertain,fracture,south_slavic,fracture_sl,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_morphology,Synovitis,positive,synovitis,south_slavic,synovitis_sl,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,positive,abnormality,latin_other,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,uncertain,sprain,english,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,negative,abnormality_absent,dutch,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,negative,abnormality_absent,english,both_menisci|both_menisci_negative_only|target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,positive,extrusion,english,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,positive,tear,cyrillic_script,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,uncertain,degeneration,german,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral OA,negative,normal_cartilage,cyrillic_script,compartment_normality,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral OA,negative,normal_cartilage,greek_script,compartment_normality,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral OA,positive,chondral_abnormality,english,compartment_scope|lateral_and_patellofemoral_compartments,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,negative,abnormality_absent,spanish,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,negative,normal_structure,greek_script,target_local_normality,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,negative,normal_structure,latin_other,target_local_normality,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,positive,sprain,dutch,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,positive,tear,greek_script,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial Meniscus,negative,abnormality_absent,cyrillic_script,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial Meniscus,positive,avulsion,english,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial Meniscus,uncertain,degeneration,german,target_local_association,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial OA,negative,normal_cartilage,dutch,compartment_normality,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial OA,negative,normal_cartilage,french,compartment_normality,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial OA,negative,normal_cartilage,german,compartment_normality,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Medial OA,negative,normal_cartilage,greek_script,compartment_normality,3,3,3,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,ACL,negative,abnormality_absent,latin_other,cruciate_and_collateral_ligaments|cruciate_ligaments,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Lateral Meniscus,negative,abnormality_absent,turkish,both_menisci_negative_only,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Lateral Meniscus,positive,degeneration,spanish,both_menisci,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Lateral Meniscus,positive,tear,english,both_menisci,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Lateral OA,positive,abnormality,english,tibiofemoral_compartments,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,MCL,negative,abnormality_absent,latin_other,cruciate_and_collateral_ligaments,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Medial Meniscus,negative,abnormality_absent,turkish,both_menisci_negative_only,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Medial Meniscus,positive,tear,south_slavic,both_menisci,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Medial Meniscus,uncertain,tear,english,both_menisci,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_collective,Medial OA,positive,chondral_abnormality,south_slavic,compartment_scope|tibiofemoral_compartments,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,negative,abnormality_absent,greek_script,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,negative,abnormality_absent,turkish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,positive,abnormality,latin_other,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,positive,degeneration,turkish,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,ACL,uncertain,degeneration,english,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Baker's,positive,chondral_abnormality,english,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Baker's,positive,degeneration,dutch,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Baker's,uncertain,tear,spanish,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Contusion,positive,abnormality,south_slavic,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
